,sentiment,content
599,1,sln hahaha like o dougie thats harsh happy replied
600,1,http twitpic com jj ari
601,1,byeeeee
602,0,beautiful day shame got spend office
603,1,finished work
604,0,r i p sammie cat
605,1,building radio studio going podcast from foundation called insight foundation
606,0,aroundtheus cheer
607,0,finsh work eleven even allowd cauz really dont want to lol
608,1,really really getting excited
609,0,still sick home http loopt u iarprg t
610,1,freshypanda haha drunk golf sound awesome predict great score today
611,0,missed answer im again nth time making sad whenever im which time always out
612,0,wordsaftersex hurt
613,0,shower time
614,1,listening jubey snoring phone hehe goodnight
615,0,chris pine zachary quinto leonard nimoy snl tonight quite possibly fun geeking long time
616,0,ugh car got stolen sometime yesterday evening morning husband due go work like afford this
617,1,uploading lot photo priceless memory
618,0,flossalini panasonic charger sorry
619,1,totallyapple here fun this http bit ly plnm
620,1,fluffdoodle lol triplet haha glad morgan got bag even ride ride
621,1,met mother scrub role yeah quot cause fly
622,0,laurenyant mean spend time alone friend family sad
623,0,bigfanfriday day amp go amp friggin loose life suck
624,0,jamie poor baby need aloe nope sorry hint
625,1,trixie zombie wrangler sound like fun halo war
626,0,please please anyone
627,0,need get life together aka apartment cleaned back birthday
628,0,ooh lulu bell whatchu goin a monsterpalooza s weekend u ink stressed contestant year miss u x
629,1,teg bahah would really funny would really cut haha
630,1,ton fun yay prom lot fun horayyyayayay
631,1,andph hope enjoyed holiday
632,0,really wanted job
633,1,taylorswift welcome you taylor although raining can t wait concert x
634,0,wish laying sand listening wave crash shore
635,0,flashlight hah wait till turn
636,0,meerasapra seriously used spend time house
637,0,ugh foot feel like going fall off
638,1,inkrediblenyc hey lonnie next weekend can t wait
639,0,loulou de b email get people want site shame trouser
640,1,made tonight watching little kid swim watch movie haha love babysitting haha
641,1,working birthday bad get work ruby rail
642,1,harleyplays dezzy baitersss hope tonight fun
643,1,bobbinrob sparkly peen win solves life s problem
644,0,argh
645,0,aww okayy tell tomorrow
646,0,never thought say this miss job commute cubicle free food amp coffee downtown quit
647,1,back saddle four awesome day leeprovoost old gang try avoid tweet flood long radio silence
648,0,annnnnnddd another one bite dust
649,0,found swing set sale block home super cheap want kid one answering phone listed
650,0,nudged much going lately umped game wknd took one pill
651,1,hadoukenuk http twitpic com hsd weheyyyy give thanks midi keyboard
652,1,howie d pleassure making smile nice day making smile well twitter aahhh nice
653,1,rsvp ed qiuqiu s wedding invitation
654,1,redonculous video tape hahaha
655,0,jenny fell asleep come
656,1,starting morning coffee early show harry home improvement my fav subject quot dezign quot
657,1,cocosbutter already good i got meet you
658,0,finally got money bad go bill
659,0,green day performing snl next week sorry made happy still ditzy justin timberlake skit
660,0,wish going see patmaine johnmaine garrettmaine jaredmaine kennedymaine today sad dont
661,0,german think able go germany free whenever want plz
662,1,way home think
663,0,roar fear me samee suck
664,1,alliemunchkin youtube love hd video well maybe
665,0,everyone seem leave weekend sigh bed
666,0,tiataquito stop
667,1,still awake doing assignment playing virtual farming
668,0,mamahinai list paid get in you cant go out gettin hot went outside
669,0,biggest food fight mosh pit ever miss across school
670,1,lived band s first performance pretty damn fun
671,1,java concurrency practice probably best java book ever bought there s recipe interrupting blocking io ops
672,0,pff life suck sometimes
673,1,travelingcircus oooh spoiled teenage fantasy
674,1,another bday w special friend
675,0,today off work tomorrow
676,1,natdaworks hope show going well wanted u know im home now muah
677,0,hubby went pick fringe comic today store work store business too comix houston web
678,0,inlovewitharmy timeeee mom say something daw tomorrow eh never compelte
679,1,got back karaoke bar metreon watching millionaire matchmaker
680,0,comp mental health take me samuel rogers center city gave appt june th day worth pill left lt
681,1,hi charlie thank following me nice know there s another ollmann new world
682,0,driving work running late like always time starbucks
683,1,done chocoslam brother usual failure finally burnt tongue hahahaha stupid me
684,0,stick stone may break bone but word hurt forever
685,1,falling asleep listening james taylor
686,0,christy edmonds oh sorry lot fun though great time
687,0,trentskers pfftt wish time though
688,1,catsinthetree listened eye fire enjoyed it thanks
689,0,amychiu fuck blink weezer one totally forgot
690,1,got alot runnin around today get job app completed file glad got job
691,0,fun filled evening funeral home joy
692,1,show time baby bye bye tweeter
693,1,ladylogan thats awesome good idea
694,1,welll folkiesss im offf dream land work mornin ugh ewwy talkkk me but tomorrow lt lurvee ya ll gt
695,0,miss husband
696,1,pyroezra know wish would wanna cuddle sleeep ga go world coke
697,1,crap break quot no work weekend quot rule much overloaded work aargh hate it
698,1,ninjafanpire anytime can t match stamen nice warm comfy bed calling screaming name lol night ninja
699,1,quite cool day charlie ben aswell got lost stung nettle
700,1,mrmaxroi hey good see here follow you would nice photo
701,0,want go enjoy weather tired stuck bed
702,0,got home let u connected god constantly
703,0,mourning miss homesssssskooooler fair today
704,1,went got pedicure manicure daii den sunbathed daii best day eva oh yeh did teeny bit study
705,0,pistol bee busy talk buddy yahoo
706,0,arizonaobvious suck
707,0,gah jittery upset absolutely reason
708,0,xzenax bad time everyone whywhywhy write essay fair
709,0,say everyone busy http plurk com p rouv
710,1,tdbeadles sleeping rocking sheet hope smoothness endulging can t wait blanket
711,1,mwahihi yes nag twitter haha thanks lm
712,1,hanging roomy adore gentleman live with great people good talk discussing boy issue
713,0,breagrant thought one best hero pitty killing good character use thing lol
714,0,ewwwy campus cleanup community service
715,1,wearing exactly clothes used wear canada beanie or touque all ahh brings back memory miss snow
716,0,wtf getting now hm tm today that revision revision revision
717,0,maczombierawr wish left dead first need something play on
718,0,omarjdavis lolol i trying morning sadly couldnt
719,1,yahoo volleyball hiking eating fish eye witnessing sleeping beach jumping rock amp hanging jurassic park filmed
720,0,recovering hard day homeschooling dd chemistry go well
721,0,flickie dead bored also dead poor student life piss take
722,1,received leeds k bib timing chip hip injury mean breaking k pb time around
723,0,writing word newsbites http plurk com p wybh
724,0,basil highlight day old man lecture greatness telegraph idiot
725,1,shashitharoor hope moment inspire political journey back home best
726,1,lancearmstrong want massage
727,1,met sarah kelly wow amazing woman god gave free t shirt gotta love free merch
728,0,http twitpic com tw square b sad she s well square crocheted bee poly fibe
729,0,friend
730,1,stapler haiku whar night woo hoo yeah beautiful night party oops stapler
731,0,library friggin bored
732,1,mom say get new phone immediately off t mobile paying
733,1,sitting chloes little trike thingo girraffe ill probobly get yelled next minute so ohhh well
734,0,lostmyheart hoping go away mean get teary drop hat anyway truly awful lately full sad
735,1,quot it s rape scream surprise first quot customer said me haha via omgitsjessielee lmao
736,1,last year right around time black parade dead came out awesome time man
737,0,atm http twitpic com jmeh oh yeah apple juice rebel
738,0,still lose follower people hate me world hate maybe read more http is gd jgi
739,0,hate sound silence doesnt like shut out
740,0,hate paint nail cant suck thumb taste bad
741,1,pourpresheep lol thanks babe
742,1,lobbying twitter too yuk gettin rid groupie
743,1,tommcfly glad co u wouldnt lose fan anyway get see guy saturday evening leicester better good
744,1,me chiel well i would love zoo p dont think sunday sometime i want to
745,0,jpaola money honey hehe soon sorry
746,1,hey robluketic wow cheer insight ppl look fun oh im stunned it s aweomse robluketic live gt http ustre am wv
747,0,rain finally arriving drat guess mean picnic living room instead wolftrap tonite
748,0,lancearmstrong chance seeing race germany unfortunately hardly tv amp news coverage cycling anymore
749,0,ayy fml nothing perfect
750,1,learning guitar quickly coming naturally
751,1,woo nacho ice cream haha
752,1,morning got coffee
753,0,hell lot do say complain theese day quot they quot quot they quot help case
754,0,harley passed away december http apps facebook com dogbook profile view
755,1,pondering lunch shane s think already hear people whining it
756,0,drs
757,1,awesome lucky
758,0,leischenshows always come money least rotten law average
759,1,rayamartin http twitpic com wlpv whooooooooooooa ang ganda ko dito ha thank you
760,1,courageous one much so setting goal next couple month preparation
761,0,glennbeck missed show tonight go lake erie enjoy quiet
762,0,field day sad ribbon me
763,1,sethu j ever man aswell love now want gossip girl too decided summer spending lot
764,0,quinztar oh no mean able get pwned shottie weekend
765,0,glamvoy yes think unless changed sent u happy mother day text u never responded back
766,1,prom awesome
767,1,meesabythewater thank much
768,0,revfry fam would disown u there u really wanted come bbq got weekend mixed
769,1,carmenparnos thanks much belated followfriday shout payingitforward
770,0,gonna laundry never laundry hotel before i miss r even though ignore even check me
771,1,enigma omg daon t tell watched twilight enuff know
772,0,nothinbutsin sorry hear that
773,1,sarah leann make feel better im studying sat night w o blackberry
